7265477	eng	Sami robbed a restaurant.
7265481	eng	Sami hated that manager.
7265489	eng	Sami had some power.
7265493	eng	Sami was eating asleep.
7265498	eng	Sami wasn't an addict.
7265503	eng	Sami was rolling silverware.
7265508	eng	Sami did his thing.
7265509	eng	Sami showed back up.
7265518	eng	Sami comes in early.
7265521	eng	Sami had crazy co-workers.
7265523	eng	Sami has crazy customers.
7265530	eng	Sami wasn't keeping track.
7265531	eng	Sami hasn't eaten enough.
7265554	eng	Sami was new here.
7265555	eng	Sami is Layla's ex-boyfriend.
7265579	eng	Sami knows about you.
7265663	eng	Sami found Layla's Snapchat.
7265667	eng	Sami never heard this.
7265675	eng	Sami lived through it.
7265677	eng	Sami wanted to run.
7265678	eng	Sami shouldn't look back.
7265692	eng	Sami took Layla's hand.
7265698	eng	Sami caught Layla cheating.
7265715	eng	Layla looks so cute.
7265716	eng	Sami was really talkative.
7265723	eng	Layla wore a tutu.
7265728	eng	Sami couldn't control it.
7265732	eng	Sami's Uber showed up.
7265733	eng	Sami called an Uber.
7265747	eng	Sami dreads going out.
7265752	eng	Sami's phone isn't working.
7265806	eng	Sami was super apologetic.
7265809	eng	Sami needs to leave.
7265811	eng	Sami didn't believe us.
7265812	eng	Sami was just drunk.
7265814	eng	Sami enjoyed Layla's stories.
7265847	eng	Anzar's fiancee is beautiful.
7265859	eng	Sami was really flattered.
7265881	eng	Sami lost his checkbook.
7265918	eng	Sami's mom wasn't there.
7265929	eng	Sami is very old.
7265933	eng	Sami wasn't on Facebook.
7265937	eng	Layla was so beautiful.
7265938	eng	Sami was so handsome.
7265966	eng	Sami's manager is young.
7266032	eng	Sami was really puzzled.
7266036	eng	Sami is pretty drunk.
7266042	eng	Sami was very sharp-tongued.
7266053	eng	Sami's room was upstairs.
7266054	eng	Sami war running downstairs.
7266062	eng	Sami was pretty drunk.
7266065	eng	Sami went to town.
7266094	eng	Sami owes me money.
7266108	eng	Sami was so animated.
7266115	eng	Sami is so drunk.
7266164	eng	Sami is going inside.
7266168	eng	Sami's dog was shaking.
7266179	eng	Sami cleaned the toilet.
7266193	eng	Sami has recently graduated.
7266195	eng	Sami bought Christian CD's.
7266197	eng	Sami made more videos.
7266214	eng	Sami went to dinner.
7266219	eng	Sami gained sixty pounds.
7266228	eng	Sami's loofah was disgusting.
7266229	eng	Sami's loofah was dirty.
7266257	eng	Sami is extremely rude.
7266264	eng	Sami hates the bouquet.
7266266	eng	Sami is being belligerent.
7266269	eng	Layla stole Salima's look.
7266327	eng	Sami said that loud.
7266328	eng	Sami likes horror movies.
7266336	eng	Sami ate a cockroach.
7266340	eng	Sami didn't scare me.
7266365	eng	Sami smelt of weed.
7266384	eng	Sami liked Layla's personality.
7266392	eng	Sami was literally shocked.
7266401	eng	Sami fixed his car.
7266404	eng	Sami smelt so bad.
7266411	eng	Sami gave Layla shoes.
7266413	eng	Sami can't notice that.
7266414	eng	Sami is making noise.
7266416	eng	Sami is just playing.
7266426	eng	Sami got a check.
7266428	eng	Sami got a paycheck.
7266429	eng	Sami's desk was there.
7266432	eng	Sami had an emergency.
7266449	eng	Sami likes Hispanic girls.
7266450	eng	Sami can't drink tequila.
7266453	eng	Sami doesn't drink tequila.
7266484	eng	Sami had an envelope.
7266491	eng	Sami was very outspoken.
7266498	eng	Sami is not arguing.
7266506	eng	Sami quit that night.
7266518	eng	Sami was looking confused.
7266526	eng	Sami was really terrified.
7266554	eng	Layla flatironed her wig.
7266557	eng	Sami fucked his manager.
7266558	eng	Sami fucked many girls.
7266563	eng	Sami fucked multiple bitches.
7266566	eng	Sami's gate was open.
7266570	eng	Sami owned the business.
7266574	eng	Perhaps it is real.
7266662	eng	Sami was being friendly.
7266749	eng	Sami hates this word.
7266750	eng	Sami hates Layla's dogs.
7266751	eng	Sami hated that name.
7266756	eng	Sami is really sick.
7266767	eng	Sami texted his friends.
7266822	eng	Sami got that call.
7267375	eng	Sami's battery was dead.
7267379	eng	Sami's phone was dying.
7267381	eng	Sami ignored Layla's call.
7267403	eng	Sami was maniacally laughing.
7267404	eng	Sami thinks it's weird.
7267438	eng	Sami left his room.
7267458	eng	Sami had sleep paralysis.
7267459	eng	Sami could hear everything.
7267468	eng	Sami broke his camera.
7267470	eng	Sami started getting rude.
7267472	eng	Sami saw the videos.
7267478	eng	Sami heard things creaking.
7267480	eng	Sami loves scary stories.
7267487	eng	Sami is just confused.
7267526	eng	Sami left me behind.
7267540	eng	Sami decided to go.
7267558	eng	Sami's efforts were appreciated.
7267562	eng	Sami was not happy.
7267569	eng	Sami needed to investigate.
7267572	eng	Sami can't talk now.
7267575	eng	Sami got nothing done.
7267579	eng	Sami checked the list.
7267582	eng	Sami never showed up.
7267584	eng	Sami is ignoring them.
7267585	eng	Sami just ignored them.
7267592	eng	Sami can explain everything.
7267640	eng	Sami likes tongue twisters.
7267648	eng	Sami is obviously shocked.
7267655	eng	Sami's Arabic is OK.
7267742	eng	Sami had pale skin.
7267743	eng	Sami read the note.
7267746	eng	Sami rushed past me.
7267761	eng	Sami couldn't stop shivering.
7267833	eng	Sami heard Layla weeping.
7267851	eng	Have a nice lunch.
7267853	eng	Sami was totally shocked.
7267856	eng	Sami is super excited.
7267872	eng	Sami was always smiling.
7267881	eng	Sami's story baffled us.
7267885	eng	Sami keeps coming back.
7267886	eng	Sami is totally wrong.
7267922	eng	Sami texted her again.
7267927	eng	Sami asked for permission.
7267947	eng	Sami isn't expecting that.
7267949	eng	Sami wasn't too concerned.
7267968	eng	Sami answered the call.
7267974	eng	Sami was really surprised.
7267989	eng	Sami was whispering something.
7268000	eng	Sami left Layla's bedroom.
7268007	eng	Sami wrote the message.
7268009	eng	Sami read Layla's post.
7268016	eng	Sami is making coffee.
7268026	eng	Sami had white teeth.
7268027	eng	Sami was breathing heavily.
7268041	eng	Sami still hasn't responded.
7268075	eng	Sami used a translator.
7268083	eng	Layla was Sami's landlady.
7268085	eng	Sami is here now.
7268096	eng	Sami kept using Arabic.
7268100	eng	Tom is a pedophile.
7268107	eng	Sami and Layla smiled.
7268120	eng	Sami's car was rusty.
7268123	eng	Sami's car isn't blue.
7268137	eng	Sami didn't buy anything.
7268159	eng	Sami has a husky.
7268189	eng	Sami continued his walk.
7268191	eng	Sami walked back out.
7268262	eng	Sami held Layla's hand.
7268272	eng	Sami has to go.
7268291	eng	Sami was so livid.
7268303	eng	Sami lives over there.
7269110	eng	I'll fill your cup.
7269133	eng	Give me the T-shirt.
7269158	eng	It's hard to find.
7269639	eng	The sky became black.
7269750	eng	Tom renamed the folder.
7269751	eng	Tom's curiosity was piqued.
7269752	eng	Mary's curiosity was piqued.
7269756	eng	The scientists gathered data.
7269760	eng	It's all in here.
7269781	eng	I’m going to Washington.
7269981	eng	Sami's dog knows Layla.
7269984	eng	Sami's dog was snarling.
7269998	eng	Sami was being killed.
7270000	eng	Sami saw headlights coming.
7270006	eng	Sami literally freaked out.
7270007	eng	Sami lost his mind.
7270013	eng	Sami can see you.
7270022	eng	Sami literally saved us.
7270037	eng	Sami didn't wake up.
7270039	eng	Sami was genuinely scared.
7270059	eng	Sami hates white people.
7270069	eng	Sami heard tires screeching.
7270079	eng	Sami fell back asleep.
7270094	eng	Sami had crazy neighbors.
7270111	eng	Sami is being tortured.
7270119	eng	Sami was obviously exhausted.
7270129	eng	Sami obviously needed help.
7270138	eng	Sami was so uninterested.
7270161	eng	Sami's window was cracked.
7270165	eng	Sami started hysterically laughing.
7270168	eng	Sami just started laughing.
7270172	eng	Sami made some popcorn.
7270203	eng	Sami was behind Layla.
7270214	eng	Sami changed the price.
7270216	eng	Sami was super rude.
7270351	eng	Sami's children were watching.
7270364	eng	Sami was literally shaking.
7270408	eng	Sami needed more time.
7270416	eng	Sami hates redneck names.
7270423	eng	Sami ordered a steak.
7270429	eng	Sami's food isn't here.
7270432	eng	Sami shouldn't test Layla.
7270436	eng	Sami was enjoying everything.
