9305438	eng	It is a likely outcome.
9305662	eng	She began to get bored.
9305671	eng	Today I've covered six kilometres.
9305679	eng	I must confess: I lied.
9305820	eng	Which episode are you on?
9305824	eng	Don't be such an arsehole!
9305875	eng	We need to forget that.
9305931	eng	How can I forget this?
9305954	eng	We also assess analytical ability.
9305958	eng	He got to sleep in.
9305961	eng	I am better than her.
9305974	eng	Tom is an art historian.
9305980	eng	Are you coming on Saturday?
9305986	eng	Shall we get a beer?
9306040	eng	Hinduism is a polytheistic religion.
9306110	eng	I love him to death.
9306151	eng	She got pregnant with Tom.
9306156	eng	Everything could be so beautiful.
9306211	eng	Thomas isn't a pupil here.
9306305	eng	I enjoy watching him sleep.
9306336	eng	Dear children have many names.
9306342	eng	He was in the backseat.
9306357	eng	Are you ready for battle?
9306390	eng	He puffed out his chest.
9306392	eng	I filled up the tank.
9306449	eng	He has bad alcohol habits.
9306506	eng	I totally understand the feeling.
9306868	eng	We only have one key.
9307005	eng	I don't speak bald eagle.
9307053	eng	This skit is very funny.
9307115	eng	Tom is an odd character.
9307134	eng	How do you manage stress?
9307187	eng	He's deeply afraid of life.
9307510	eng	They tried to murder him.
9307539	eng	Make a note of it.
9307816	eng	Tom, how was your trip?
9307899	eng	Tom thinks she's a cat.
9307984	eng	He went a while ago.
9307997	eng	I tried on several occasions.
9308338	eng	Put this in your suitcase.
9308947	eng	Tom is the main suspect.
9308949	eng	We better not go now.
9309000	eng	It seemed obvious to me.
9309035	eng	I glanced around the room.
9309039	eng	He seemed friendly and compassionate.
9309040	eng	Bring them here to me.
9309052	eng	I'm clumsier than you are.
9309283	eng	Did they kick you out?
9309691	eng	Tom is fixing his car.
9309967	eng	Tom thinks he's a knight.
9309972	eng	Tom ate his own shoe.
9310047	eng	I never did it before.
9310131	eng	I can't fix the appliances.
9310197	eng	You've lost me. It's over.
9310207	eng	We both like each other.
9311106	eng	You can practically do nothing.
9311300	eng	Tom is a sun worshiper.
9311337	eng	I don't like math much.
9311400	eng	Tom is a cat worshiper.
9311404	eng	Tom is an Earth worshiper.
9311411	eng	Tom is a moon worshiper.
9311415	eng	Tom is a nature worshiper.
9311666	eng	Tom has been dragged down.
9311715	eng	Tom did that for money.
9311827	eng	Do you like spring rolls?
9312014	eng	It's time to end this.
9312041	eng	Was everything Tom said true?
9312434	eng	They shook like aspen leaves.
9312469	eng	The success exceeded all expectations.
9312514	eng	Where did he learn Armenian?
9312564	eng	This honey is very thick.
9312811	eng	Did you wash the vegetables?
9313076	eng	Be nice to old people.
9313713	eng	No one made a sound.
9314663	eng	Why would that be strange?
9314665	eng	There is no time left.
9314671	eng	I already thought as much.
9314708	eng	Do that today, if possible.
9314710	eng	Tom is stuck in Boston.
9314726	eng	Tom probably won't believe you.
9314734	eng	Why does caffeine help headaches?
9314755	eng	He didn't collect enough evidence.
9314764	eng	I feel like a failure.
9314829	eng	Tom is a lousy photographer.
9314893	eng	Math is hard for me.
9314919	eng	What time does rehearsal start?
9314925	eng	Our teacher is grading tests.
9314932	eng	Our hotel faces the beach.
9314933	eng	Our hotel faces the ocean.
9314936	eng	My room faces the street.
9315030	eng	Tom is a poor driver.
9315082	eng	What's your name and address?
9315259	eng	Not everyone succeeds in life.
9315311	eng	My knife has become dull.
9315394	eng	Our class has gotten bigger.
9315714	eng	How old is this wine?
9315727	eng	What should we do then?
9316022	eng	Tom is good at football.
9316958	eng	Help Tom down the stairs.
9316982	eng	Mary furiously stomped her foot.
9317024	eng	She wanted us to attack.
9317036	eng	She wanted Taninna to leave.
9317050	eng	She wanted some alone time.
9317058	eng	Is that what she wanted?
9317074	eng	We had what she wanted.
9317105	eng	Tell me what she wanted.
9317120	eng	She wanted to say something.
9317131	eng	She wanted to adopt you.
9317250	eng	This was in your drawer.
9317916	eng	This fills me with joy.
9317952	eng	Don't spend all your money.
9318036	eng	I always liked playing soccer.
9318040	eng	She was speaking French fluently.
9318511	eng	Wine is his only friend.
9319705	eng	We don't want to fight.
9321245	eng	Can you teach me Dutch?
9321263	eng	I speak a little Dutch.
9321281	eng	I can teach you Dutch.
9321299	eng	Where do they speak Dutch?
9321341	eng	They are teaching me Dutch.
9321361	eng	How do you learn Dutch?
9321366	eng	How do you teach Dutch?
9321643	eng	There can be only one.
9321659	eng	Do I have to leave?
9321745	eng	I'm staying up to date.
9321767	eng	Can you keep me posted?
9321768	eng	Tom is a known fascist.
9323298	eng	All the spots were taken.
9323395	eng	I was there last year.
9323396	eng	I was here last year.
9323406	eng	I think it's my favorite.
9323478	eng	Severe trauma makes things difficult.
9323531	eng	Her voice sounds really good.
9323533	eng	Tom is my youngest child.
9323546	eng	Tom hardly ever praises Mary.
9323547	eng	I believe Tom is weak.
9323552	eng	I sold Tom my bike.
9323560	eng	I can't see it clearly.
9323573	eng	Don't listen to Tom's lies.
9323583	eng	Tom is loud and domineering.
9323628	eng	Even the experts were wrong.
9323714	eng	I'll knock your teeth out.
9323729	eng	My ears didn't stop ringing.
9323756	eng	Give credit where credit's due.
