46398	eng	The boy got scolded.
46456	eng	The girl appeared sick.
46569	eng	The victory excited us.
46635	eng	That girl looks boyish.
46659	eng	The paper wasn't important.
46680	eng	The incident upset him.
46719	eng	The prisoner was released.
46732	eng	The species faded away.
46755	eng	Who wrote the letter?
46762	eng	Bill wrote the letter.
46778	eng	None of your tricks.
46813	eng	The car didn't move.
46819	eng	The car is ready.
46827	eng	The car didn't stop.
46829	eng	The car broke down.
46835	eng	The car turned abruptly.
46890	eng	The grass needs cutting.
46930	eng	The failure depressed him.
46934	eng	The ceremony was simple.
46966	eng	He was leaving then.
46987	eng	The watch broke down.
46988	eng	The clock is wrong.
47063	eng	The facts are otherwise.
47262	eng	Put that in writing.
47288	eng	The game was suspended.
47293	eng	The game was excellent.
47301	eng	The game exhausted me.
47421	eng	Those children are cheerful.
47432	eng	He wants a playmate.
47434	eng	The boy remained silent.
47459	eng	That child got bored.
47472	eng	He screamed for help.
47495	eng	He grinned with delight.
47500	eng	The kid got hurt.
47569	eng	Both sisters are pretty.
47597	eng	Let's do the work.
47629	eng	The work is done.
47796	eng	Let's descend the slope.
47800	eng	The property is mine.
47966	eng	The idea still prevails.
47994	eng	The ad really pulled.
48003	eng	The factory manufactures toys.
48144	eng	The door wouldn't shut.
48214	eng	The dog went away.
48249	eng	The dog was dead.
48251	eng	The dog is dying.
48252	eng	The dog was dying.
48275	eng	The dog looks hungry.
48286	eng	Don't approach the dog.
48289	eng	Don't feed the dog.
48293	eng	I like the dog.
48383	eng	What happened in consequence?
48431	eng	The show is over.
48460	eng	The police are searching.
48499	eng	The plans were discarded.
48512	eng	The project is underway.
48516	eng	The project was aborted.
48583	eng	Both brothers are musicians.
48616	eng	If the shoe fits....
48623	eng	Where is the bank?
48718	eng	The milk tastes sour.
48770	eng	Read through the article.
48807	eng	Let's analyze the machine.
48854	eng	What's that look for?
48993	eng	The picture was wonderful.
49044	eng	The company went bankrupt.
49121	eng	The company's profitability improved.
49193	eng	The painter died young.
49211	eng	The flower is opening.
49290	eng	The fruit went bad.
49294	eng	The fruit smells delicious.
49333	eng	The house was ablaze.
49342	eng	The house requires repairs.
49380	eng	The house went cheap.
49382	eng	That house looks nice.
49383	eng	That house needs repainting.
49405	eng	The house caught fire.
49422	eng	The music lured everyone.
49429	eng	The music faded away.
49435	eng	The sound died away.
49442	eng	The noise woke me.
49523	eng	The movie was good.
49525	eng	The movie was interesting.
49531	eng	The movie is X-rated.
49558	eng	That movie is exciting.
49581	eng	The rumor isn't true.
49593	eng	That rumor soon spread.
49598	eng	The crow flew away.
49620	eng	The well is dry.
49671	eng	The proposal went through.
49673	eng	His idea wasn't usable.
49727	eng	That apple is bruised.
49728	eng	The apple tastes sweet.
49850	eng	The milk tasted bad.
49852	eng	The milk tasted sour.
49967	eng	Pink roses are beautiful.
50005	eng	The performance was low-keyed.
50010	eng	The butter smells good.
50018	eng	The bus was crowded.
50070	eng	Your tie looks good.
50079	eng	The news paralyzed him.
50095	eng	The news delighted him.
50103	eng	It's news to me.
50106	eng	The news is fiction.
50111	eng	The news spread abroad.
50113	eng	The news spreads fast.
50186	eng	I was eighteen then.
50196	eng	I was happy then.
50208	eng	The doors fold back.
50211	eng	The door locks automatically.
50248	eng	I didn't mean that.
50255	eng	Who coaches the team?
50293	eng	Hand me the wrench.
50336	eng	The shirt needs pressing.
50353	eng	The computer is new.
50394	eng	Tell me about it.
50398	eng	Keep it in mind.
50405	eng	Ponder deeply over it.
50406	eng	The proverb is familiar.
50488	eng	Don't drop that cup.
50495	eng	That coffee smells good.
50515	eng	The cake tastes sweet.
50520	eng	I want some cake.
50565	eng	Carry the bags upstairs.
50571	eng	The cup is nice.
50576	eng	Don't blame the guide.
50580	eng	The curtain wants cleaning.
50753	eng	How's the weather there?
