13170835	eng	This bird is injured.
13170846	eng	My passport isn't here.
13170886	eng	I demand an apology.
13170964	eng	It's sweet of you.
13171645	eng	We are still young.
13174525	eng	I can speak Korean.
13174540	eng	I can speak Arabic.
13174578	eng	I can speak Russian.
13174777	eng	Peace be upon you!
13175123	eng	I fed the cat.
13175510	eng	My interests lie elsewhere.
13175517	eng	My progress is minimal.
13176976	eng	Zeus is Aphrodite's father.
13177280	eng	You guys aren't hungry.
13177967	eng	Tom is quite mouthy.
13178276	eng	You can watch TV.
13178280	eng	I'm afraid of forgetting.
13178286	eng	She's from the US.
13178363	eng	He'd survived a collision.
13178369	eng	He's a natural athlete.
13178594	eng	Prepare for the exam.
13178598	eng	The odds seemed insuperable.
13178617	eng	Tom called me dumb.
13178947	eng	Mary is rebuking Tom.
13178949	eng	Is this your neighborhood?
13178967	eng	However, Tom can't come.
13179354	eng	Maria carded the wool.
13179630	eng	I want a beer!
13179632	eng	I want a drink!
13179633	eng	I'll have a beer!
13179640	eng	I'm giving you this.
13179641	eng	I like you again.
13179651	eng	Tom joined the military.
13180437	eng	Something dimmed the light.
13180984	eng	Tom was my neighbor.
13182426	eng	We're gonna boil it.
13182427	eng	We're gonna boil him.
13182428	eng	We're gonna boil her.
13183088	eng	Tom persisted in screaming.
13183799	eng	I'll pay in cash.
13184074	eng	This is a tiger.
13184081	eng	They all surround me.
13184082	eng	They're all around me.
13184101	eng	The refugees appear cadaverous.
13184180	eng	Can anxiety cause dyspepsia?
13184258	eng	The Kabyle flag wavered.
13184260	eng	He moved further away.
13184522	eng	You speak good Czech.
13184524	eng	You speak Czech well.
13184534	eng	What is public property?
13184541	eng	Who likes classical music?
13184714	eng	It costs a fortune.
13184857	eng	The FBI did it.
13184906	eng	Are you guys addicted?
13184907	eng	Are you guys hooked?
13186048	eng	Calculate this one limit.
13186061	eng	It is always so.
13186068	eng	Why did she refuse?
13186097	eng	It's always like this.
13186220	eng	Do you like almonds?
13186265	eng	What would you take?
13186880	eng	Those are stupid rules.
13186915	eng	Your beauty slays me!
13186920	eng	Your beauty kills me!
13187313	eng	I always eat here.
13187327	eng	Tell me what's new.
13187335	eng	He's reading right now.
13187348	eng	Today's a new day!
13187349	eng	It's a new day!
13187350	eng	This is my voice.
13187425	eng	The Internet doesn't forget.
13187433	eng	There's no way further.
13187529	eng	Wait ten more minutes!
13187542	eng	I am from Beijing.
13187592	eng	It's not raining today.
13187727	eng	Don't say a word!
13187952	eng	It's my turn today.
13188488	eng	Wake up my friend!
13188493	eng	I recognized his voice.
13188494	eng	I recognized her voice.
13188662	eng	You completely forgot us.
13188664	eng	Find him for me.
13188665	eng	Find her for me.
13188719	eng	Hello, everyone! Happy Sunday!
13188745	eng	It is number zero.
13188749	eng	This is number zero.
13188755	eng	They are not numbers.
