1437	eng	Congratulations!
25930	eng	Action!
28129	eng	Wrong.
30397	eng	Louder.
30433	eng	Quieter!
30542	eng	Definitely!
36088	eng	What?
36419	eng	Why?
39996	eng	Sorry...
41227	eng	Hotshot!
52022	eng	Terrific!
52023	eng	Brilliant!
52027	eng	Wow!
64336	eng	Good-bye!
138919	eng	Welcome.
246359	eng	Dead?
249554	eng	Speaking.
268828	eng	Unbelievable!
273666	eng	Certainly.
279879	eng	Obviously.
279975	eng	Naturally.
280158	eng	Duck!
282398	eng	Nonsense!
320395	eng	Study!
361576	eng	Achoo!
364954	eng	Die!
373216	eng	Really?
373330	eng	Hello!
374568	eng	Perfect!
392296	eng	Finally!
393357	eng	Please.
395934	eng	Great!
433510	eng	Wonderful!
433511	eng	Fantastic!
433512	eng	Awesome!
434306	eng	Bastard!
434680	eng	Enough!
434718	eng	Faggot.
434766	eng	Fuck!
435084	eng	Help!
448320	eng	Stop!
448645	eng	Thanks!
457629	eng	Hungry?
460198	eng	Crazy!
462424	eng	Shit.
477061	eng	No.
477086	eng	Yes.
477377	eng	Blah.
483280	eng	Precisely!
487006	eng	Cheers!
491243	eng	Whatever!
513069	eng	Attention!
516745	eng	Goodbye!
538123	eng	Hi.
564690	eng	Yikes!
590217	eng	Hey.
611140	eng	Checkmate!
612636	eng	G'day.
618101	eng	Eureka!
628213	eng	Correct!
628227	eng	Chapeau!
631038	eng	Jump.
643316	eng	Darn!
647456	eng	Bye!
675395	eng	Hark!
686200	eng	Wanker.
689811	eng	Hush!
693617	eng	Idiot!
695013	eng	Fool!
695668	eng	Ridiculous!
695839	eng	Duh.
791608	eng	Fry.
826723	eng	Gotcha!
844055	eng	Incredible!
858123	eng	Alas.
860466	eng	Shit!
870471	eng	Interesting.
879076	eng	Err...
879078	eng	Nope.
879079	eng	Yep.
879118	eng	Okey-dokey.
885704	eng	Remember!
888561	eng	Sure!
890415	eng	Come!
906328	eng	Run!
922491	eng	Impossible.
943665	eng	Hooray!
971791	eng	Nonsense.
1010322	eng	Strange.
1014545	eng	So?
1037170	eng	Enter!
1053192	eng	Careful!
1058180	eng	Wild!
1068125	eng	Goodnight!
1078143	eng	Damn.
1102981	eng	Jump!
1105399	eng	Sorry!
1109942	eng	Dumbass!
1112428	eng	Gangway!
1115430	eng	Scram!
1123948	eng	Whatever.
1130092	eng	Hail!
1130100	eng	Farewell!
1130106	eng	Greetings!
1148281	eng	Good.
1148335	eng	Go!
1148358	eng	Yes!
1148363	eng	Hurray!
1157647	eng	Read!
1158522	eng	No?
1165055	eng	Fine!
1165072	eng	Roger!
1172670	eng	Password?
1182334	eng	Hurry!
1228891	eng	Participate!
1257062	eng	Right!
1270554	eng	Leave!
1319588	eng	Listen!
1327057	eng	Seriously?
1342184	eng	Disgusting!
1349052	eng	Stay!
1349095	eng	Pull!
1349139	eng	Southward.
1349257	eng	Faster!
1349848	eng	Chicken!
1357603	eng	Done.
1359793	eng	Blimey!
1359794	eng	Strewth!
1372222	eng	Gesundheit!
1387090	eng	Goal!
1391646	eng	Okay.
1445737	eng	Poppycock.
1445743	eng	Bullshit.
1507459	eng	Attaboy!
1508263	eng	Relax!
1514615	eng	Marvellous.
1532901	eng	Liar!
1571999	eng	DIY.
1588724	eng	Quiet!
1598991	eng	Again?
1613750	eng	Excellent!
1635992	eng	Push!
1685992	eng	Checkmate.
1721097	eng	Waaaa...
1722133	eng	Relax.
1743245	eng	Asshole!
1744314	eng	Wait!
1747561	eng	Try!
1768349	eng	Begin!
1802121	eng	Speak!
1804273	eng	Look!
1806425	eng	Quick!
1829639	eng	Fire!
1858850	eng	Hello.
1903709	eng	Bye.
1913088	eng	Listen.
1972610	eng	Attack!
2057650	eng	Thanks.
2083030	eng	Who?
2093425	eng	Clearly!
2093431	eng	Charge!
2125306	eng	Supra.
2160489	eng	Freeze!
2170677	eng	Anyway.
2176411	eng	Meow.
2214614	eng	K.I.S.S.
2246297	eng	Objection!
2246300	eng	Silence!
2275597	eng	Answer!
2429669	eng	Lazybones.
2453175	eng	Sarcasm?
2453188	eng	Dibs.
2570974	eng	Toast!
2573476	eng	Omigod!
2591566	eng	Goodbye.
2597818	eng	Learn!
2611318	eng	OK.
2650847	eng	Christ!
2701630	eng	Repeat!
2706638	eng	Read.
2707010	eng	Ugh!
2739031	eng	Write!
2742244	eng	Hi!
2751743	eng	Morning!
2755119	eng	Start.
2755126	eng	Watch.
2764108	eng	Smile.
2770644	eng	Lol!
2781281	eng	Touchdown!
2795814	eng	Unfortunately!
2835459	eng	Alternate.
2835472	eng	Indeed!
2877272	eng	Go.
2883870	eng	Kneel!
2897145	eng	Understood.
2897148	eng	Alright.
3048304	eng	Wait.
3077876	eng	Respond.
3084093	eng	Godspeed!
3086839	eng	Gosh!
3133955	eng	Understand?
3167761	eng	Hopefully!
3368502	eng	Bravo!
3378159	eng	Sorry.
3384686	eng	Whoa!
3423179	eng	Wrong!
3560910	eng	Enjoy!
3605484	eng	Blast!
3609942	eng	Kisses!
3610824	eng	Start!
3613319	eng	Hello?
3626661	eng	Mornin'!
3628784	eng	Eat!
3628785	eng	Food!
3629983	eng	Ah!
3642919	eng	Rubbish!
3644088	eng	Congrats!
3652097	eng	Very!
3758587	eng	Ouch!
3758593	eng	Ow!
3764365	eng	Timber!
3874107	eng	Alas!
3897153	eng	Enjoy.
3938588	eng	Touché!
4008918	eng	Run.
4215981	eng	Cool!
4271906	eng	Chill!
4278546	eng	Hugs!
4298425	eng	Ready!
4311305	eng	Splendid!
4340997	eng	Impossible!
4373509	eng	Probably.
4404368	eng	Savvy?
4422211	eng	Dunno.
4450928	eng	Sweet!
4454073	eng	Walk!
4468677	eng	Sad.
4490618	eng	Absolutely!
4538711	eng	Sad!
4555885	eng	Gotcha.
4606511	eng	Where?
4606529	eng	No!
4618539	eng	Behold.
4618543	eng	Look.
4625687	eng	How?
4625694	eng	When?
4739738	eng	Exactly!
4771541	eng	Welcome!
4803410	eng	Nay.
4838261	eng	Right?
4838262	eng	Likewise.
4838266	eng	Deal?
